v1,v2
use,"La Edad de los Metales es una de las tres grandes etapas tecnológicas en las que tradicionalmente se ha subdividido a la Prehistoria euroasiática. Comienza en el 6.000 a.C. y termina en el 1.000 a.C. Por definición, es el periodo que siguió a la Edad de Piedra y durante el cual el ser humano empezó a fabricar objetos de metal fundido. La existencia de procesos metalúrgicos es indispensable para establecer la adscripción de una cultura arqueológica a esta etapa, ya que los metales nativos eran trabajados por martilleado desde las fases iniciales del Neolítico. Siguiendo este criterio, la Edad de los Metales comenzaría con las primeras evidencias de fundición del cobre, que son del VI milenio a. C. (en Anatolia y los montes Zagros) y acabaría con la progresiva entrada en la Historia de cada región (en Europa esto se produjo durante el I milenio a. C.). En Mesopotamia y Egipto coincide ya con el desarrollo de la escritura y por tanto la metalurgia allí es plenamente histórica."
use,"Los primeros indicios de metalurgia en Europa proceden del área de los Balcanes, a mediados del V milenio a. C. y son de origen autóctono. Para el resto del continente, las evidencias aparecen durante la segunda mitad del IV milenio a. C., aunque su generalización y el consecuente abandono de la piedra como elemento básico para la fabricación de artefactos solo se materializó con la llegada del hierro. Debido a la escasez de materia prima, en el Egipto faraónico esta sustitución nunca se llegó a producir."
use,"Dado que no existen rupturas en el desarrollo de las tecnología metalúrgicas entre la prehistoria, la protohistoria y la historia, en este artículo se incluyen procesos que se dieron en periodos claramente históricos."
use,"En 2012 se publicó un estudio datando varias pinturas en algunas cuevas del norte de España, incluido uno de los signos claviformes de la Gran sala de la cueva de Altamira, que retrasaba los primeros trabajos al Auriñaciense, en el caso de Altamira a 35 600 antes del presente, justo al comienzo del poblamiento del norte de la península por los humanos modernos, lo que hace poner en duda, por primera vez, el posible origen sapiens de los dibujos e introduciendo la posibilidad de una autoría neandertal y más de 20 000 años antes de los famosos bisontes?1​"
non,"Libro: MANUAL DE ARTE PREHISTÓRICO DVD: MEMORIA DE ESPAÑA Comprar maquetas de monumentos Comprar reproducciones (estatuas, figuras, etc.) de obras de arte de todos los tiempos Blog de Miguel Ángel Suárez Umpiérrez SOCIALES Volver a SOCIALES 2º ESO"
non,http://www.youtube.com/embed/IDRwsP6hhVY?list=PL6E03D514B1C938ED» frameborder=»0″ allowfullscreen>
non,"Visita al Centro de Cooperación con Africa May 08 2017 8 mayo, 2017"
non,"Sigue con: Arte rupestre ""Prehistoria"". Autor: Julia Máxima Uriarte. Para: Caracteristicas.co. Última edición: 15 de mayo de 2021. Disponible en: https://www.caracteristicas.co/prehistoria/. Consultado: 27 de enero de 2022."
non,Un equipo de la Universidad de Valladolid encuentra huellas de una operación quirúrgica en el cráneo de una mujer que vivió hace 5.300 años y sobrevivió'
non,Concepto © 2013-2022 Enciclopedia Concepto. Todos los derechos reservados.
non,"Ver también: Edad Moderna ""Edad Antigua"". Autor: Equipo editorial, Etecé. De: Argentina. Para: Concepto.de. Disponible en: https://concepto.de/edad-antigua/. Última edición: 5 de agosto de 2021. Consultado: 17 de marzo de 2022 Estructura temática > Historia > Referencias históricas > Edad Antigua"
non,"Gracias por tu comentario,"
non,¡Acuérdate de utilizar las mayúsculas!
non,Espero que les sirva para estudiar el tema.
non,"Copia este resumen en tu libreta, es lo mínimo que debes recordar de este tema"
use,"La Edad Antigua es la época histórica que transcurre desde el nacimiento de las primeras civilizaciones en la cual se establece que se caracterizan por el comercio de larga distancia. Algunos autores culturalistas hacen llegar la Antigüedad tardía europea hasta los siglos VI y VII, mientras que, en lo político, los partidarios de la escuela ""mutacionista"" francesa la extienden hasta algún momento entre los siglos IX y XI, cuando el Estado central, la propiedad pública y los impuestos dieron lugar al feudalismo y sus censos."
use,"La batalla de las Termópilas tuvo lugar durante la segunda guerra médica; en ella una alianza de las polis griegas, lideradas por Esparta (por tierra) y Atenas (por mar), se unieron para detener la invasión del Imperio persa de Jerjes I. El lapso de la batalla se extendió siete días, siendo tres los días de los combates. Se desarrolló en el estrecho paso de las Termópilas (cuyo nombre se traduce por ""Puertas Calientes"" - de θερμός,-ή,-όν 'caliente' y Πύλη,ης 'puerta'; a causa de los manantiales de aguas termales que existían allí), en agosto o septiembre de 480 a. C."
use,"Enormemente superados en número, los griegos detuvieron el avance persa situándose estratégicamente en la parte más angosta del desfiladero (se estima de 10 a 30 metros), por donde no pasaría la totalidad del ejército persa. En esas mismas fechas tenía lugar la batalla de Artemisio, donde por mar los atenienses combatían a la flota de provisiones persa."
use,"La invasión persa fue una respuesta tardía a la derrota sufrida en el 490 a.C. en la primera guerra médica, que había finalizado con la victoria de Atenas en la batalla de Maratón."
use,"Jerjes reunió un ejército y una armada inmensos para conquistar la totalidad de Grecia que, conforme a las estimaciones modernas, estaría compuesto por unos 250 000 hombres, aunque de más de dos millones según Heródoto. Ante la inminente invasión, el general ateniense Temístocles propuso que los aliados griegos bloquearan el avance del ejército persa en el paso de las Termópilas, a la vez que detenían a la armada persa en el estrecho de Artemisio."
use,"Un ejército aliado formado por unos 7000 hombres, aproximadamente, marchó hacia el norte para bloquear el paso en el verano de 480 a. C. El ejército persa llegó al paso de las Termópilas a finales de agosto o comienzos de septiembre."
use,"Durante una semana (tres días completos de combate), la pequeña fuerza comandada por el rey Leónidas I de Esparta bloqueó el único camino que el poderoso ejército persa podía utilizar para acceder a Grecia, en un ancho que no superaba los veinte metros (otras fuentes refieren cien metros). Las bajas persas fueron considerables, no así en el ejército espartano. Al sexto día, un residente local llamado Efialtes traicionó a los griegos mostrando a los invasores un pequeño camino que podían usar para acceder a la retaguardia de las líneas griegas."
use,"Sabiendo que sus líneas iban a ser sobrepasadas, Leónidas despidió a la mayor parte del ejército griego, permaneciendo allí para proteger su retirada junto con 300 espartanos, 700 tespios, 400 tebanos y posiblemente algunos cientos de soldados más, la mayoría de los cuales cayeron en los combates. Tras el enfrentamiento, la armada aliada recibió en Artemisio las noticias de la derrota en las Termópilas. Dado que su estrategia requería mantener tanto las Termópilas como Artemisio, y ante la pérdida del paso, la armada aliada decidió retirarse a Salamina. Los persas atravesaron Beocia y capturaron la ciudad de Atenas, que previamente había sido evacuada. Con el fin de alcanzar una victoria decisiva sobre la armada persa, la flota aliada atacó y derrotó a los invasores en la batalla de Salamina a finales de año"
use,"Temiendo quedar atrapado en Europa, Jerjes se retiró con la mayor parte de su ejército a Asia, dejando al general Mardonio al mando de las tropas restantes para completar la conquista de Grecia. Al año siguiente, sin embargo, los aliados consiguieron la victoria decisiva en la batalla de Platea, que puso fin a la invasión persa. Tanto los escritores antiguos como los modernos han utilizado la batalla de las Termópilas como un ejemplo del poder que puede ejercer sobre un ejército el patriotismo y la defensa de su propio terreno por parte de un pequeño grupo de combatientes."
use,"Igualmente, el comportamiento de los defensores ha servido como ejemplo de las ventajas del entrenamiento, el equipamiento y el uso del terreno como multiplicadores de la fuerza de un ejército, y se ha convertido en un símbolo de la valentía frente a la adversidad insuperable"
use,"Lucio Elio Sejano (en latín: Lucius Aelius Seianus; 20 a. C.-18 de octubre de 31) fue un político y militar romano, amigo y confidente del segundo emperador romano, Tiberio."
use,"Caballero por nacimiento, Sejano subió al poder a través de la guardia imperial, conocida como la guardia pretoriana, de la que fue prefecto desde 14 hasta su muerte en 31."
use,"Aunque la guardia pretoriana fue establecida y organizada por el primer emperador romano Augusto, Sejano, cuando fue nombrado prefecto del pretorio, introdujo una serie de reformas en el cuerpo que lo transformaron de un simple grupo de guardaespaldas a una poderosa rama gubernamental con gran influencia que participaba en la administración civil y en la seguridad pública. Los cambios introducidos por Sejano tendrían un gran impacto durante el Principado."
use,"Durante los años 20, Sejano acumuló gradualmente poder político, consolidando la influencia que ejercía sobre Tiberio y eliminando a sus adversarios políticos, entre ellos el hijo del emperador, Druso el Menor. Cuando Tiberio se retiró a la isla de Capri en 26, Sejano quedó en posesión de toda la administración y actuaba como gobernante de facto. El prefecto se convirtió en uno de los hombres más poderosos y temidos de la ciudad, pero su carrera terminó en el año 31, año de su elección consular, cuando él y sus seguidores fueron ejecutados debido a la existencia de sospechas de que conspiraban contra Tiberio."
use,"La Edad Media o Medievo es el período histórico de la Civilización Occidental comprendido entre el siglo V y el XV. Su comienzo se sitúa tradicionalmente en el año 476 con la caída del Imperio Romano de Occidente y su fin en 1492 con el descubrimiento de América o en 1453 con la caída del Imperio Bizantino, fecha que tiene la ventaja de coincidir con la invención de la imprenta y con el fin de la Guerra de los Cien Años. "
use,"Bonifacio de Verona (, ; 1270-fines de 1317 o principios de 1318) fue un noble de origen lombardo que desempeñó un papel importante en el Ducado de Atenas y la Triarquía de Negroponte en la Francocracia a finales del siglo y principios del siglo ."
use,"Un pobre caballero de una rama menor de su familia, se convirtió en protegido de Guido II de la Roche, duque de Atenas, expulsó a los bizantinos de Eubea en 1296, y ascendió hasta convertirse en uno de los más poderosos señores de la Francocracia. Sirvió como regente del Ducado de Atenas en 1308–1309, después de la muerte de Guido II, y fue capturado por la Compañía Catalana en la batalla del río Cefiso el 15 de marzo de 1311."
use,"Bonifacio, a quien los catalanes estimaban, rehusó la oferta de convertirse en su líder, pero mantuvo una estrecha relación con ellos, compartiendo una hostilidad hacia la República de Venecia y sus propios intereses en Eubea. Bonifacio murió en 1317/1318, dejando a su yerno, el vicario general catalán Alfonso Fadrique, como el principal heredero de sus extensos dominios."
use,"David I de Escocia, en gaélico escocés antiguo Dabíd mac Maíl Choluim y en gaélico escocés moderno Daibhidh I mac [Mhaoil] Chaluim, (1083 o 1085-24 de mayo de 1153), también conocido como San David de Escocia, fue un monarca que ocupó el cargo de sucesión como príncipe de Cumbria (1113-1124) y Rey de Escocia (1124-1153). Hijo menor de Máel Coluim mac Donnchada y de santa Margarita de Escocia, David vivió gran parte de su infancia en Escocia, pero huyó al exilio a Inglaterra en 1093. Allí se convirtió en un miembro de la corte del rey Enrique I, y estuvo durante mucho tiempo en contacto con la cultura normanda y anglo-francesa."
use,"Cuando su hermano Alejandro I de Escocia falleció en 1124, David comenzó, con el respaldo de Enrique I, a apropiarse del reino de Escocia (Alba), para lo que se vio forzado a combatir contra su sobrino y opositor, Máel Coluim mac Alaxandair. La victoria sobre este último, que tardó diez años en llegar, trajo aparejada la destrucción de Óengus de Moray, último mormaer de Moray («rey de Moray»)."
